booking id,booking_date_time,gender,month,day_of_week,time_of_day,distance_travelled,time_taken,reason,toll,category,commission_base_cost,driver_base_cost,total_tax,total_trip_cost,ratings
1395187600,43105.9590277778,Female,January,Fri,0.959027777777778,4,6,Late Night Ride,0,Mini,22.03,88.13,8.38,119,2
1703468961,43203.9131944444,Female,April,Fri,0.913194444444444,23,81,Office to/from Home,35,Micro,80.68,357.71,32.4,470.79,3
1897649867,43251.9902777778,Male,May,Thu,0.990277777777778,2,3,Office to/from Home,0,Mini,21.17,84.67,8.04,114,5
1561931118,43159.8944444444,Male,February,Wed,0.894444444444445,3,9,Office to/from Home,0,Mini,20.79,83.15,7.9,111.84,5
1643126208,43185.7270833333,Female,March,Mon,0.727083333333333,4,9,Office Event,0,Mini,22.89,91.58,8.7,123.17,2
1951956883,43265.9013888889,Male,June,Thu,0.901388888888889,12,51,Office to/from Home,0,Micro,60.69,242.75,23.06,327,1
1455166985,43126.0909722222,Male,January,Fri,0.0909722222222222,27,52,Office to/from Home,0,Micro,64.41,257.64,24.47,347,4
1785527517,43224.0465277778,Male,May,Fri,0.0465277777777778,1,2,Office to/from Home,0,Mini,17.1,68.4,6.5,92,5
2008666914,43279.9027777778,Male,June,Thu,0.902777777777778,8,44,Office to/from Home,0,Mini,65.37,261.5,24.85,352,5
1412039709,43111.9340277778,Male,January,Thu,0.934027777777778,7,43,Office to/from Home,0,Micro,31.66,126.64,12.03,170,4
1870558905,43244.9451388889,Male,May,Thu,0.945138888888889,14,42,Office to/from Home,0,Micro,67.29,269.14,25.57,362,4
1643973974,43185.8909722222,Female,March,Mon,0.890972222222222,2,4,Office to/from Home,0,Prime,21.56,86.25,8.19,116,5
1901990208,43252.9340277778,Male,June,Fri,0.934027777777778,11,48,Office to/from Home,0,Mini,119.94,479.78,45.56,645,5
1490769879,43138.0222222222,Female,February,Wed,0.0222222222222222,2,3,Late Night Ride,0,Micro,13.18,52.72,5.01,71,5
1519370301,43147.0409722222,Male,February,Fri,0.0409722222222222,2,9,Office to/from Home,0,Micro,14.86,59.44,5.64,80,4
2002223114,43277.8784722222,Male,June,Tue,0.878472222222222,1,56,Office to/from Home,0,Prime,31.08,124.32,11.82,167,5
1696275631,43201.9166666667,Female,April,Wed,0.916666666666667,38,78,Office to/from Home,35,Mini,133.15,567.58,52.34,753.07,1
1848856145,43238.8979166667,Female,May,Fri,0.897916666666667,13,47,Office to/from Home,0,Mini,66.73,266.91,25.36,359,4
1717748576,43208.2923611111,Female,April,Wed,0.292361111111111,20,43,Office Event,0,Mini,54.93,219.73,20.88,295.54,4
1848887648,43238.90625,Female,May,Fri,0.90625,11,48,Office to/from Home,0,Prime,95.2,380.79,36.18,512,4
1948423122,43264.8951388889,Female,June,Wed,0.895138888888889,5,33,Office to/from Home,0,Mini,44.44,177.78,16.89,239,4
1929730738,43259.9090277778,Male,June,Fri,0.909027777777778,2,6,Office to/from Home,0,Micro,17.47,69.89,6.63,94,5
1781133070,43222.9097222222,Female,May,Wed,0.909722222222222,16,45,Late Night Ride,0,Mini,52.88,211.51,20.1,284,1
OSN_834166903,43122.8958333333,Male,January,Mon,0.895833333333333,14,80.73,Office to/from Home,0,Mini,24.4,97.61,9.27,131,4
2002515457,43278.0534722222,Male,June,Wed,0.0534722222222222,9,29,Office to/from Home,0,Micro,27.14,108.55,10.32,146,4
1971268677,43269.9534722222,Female,June,Mon,0.953472222222222,26,81,Office to/from Home,0,Prime,131.69,526.75,50.04,708,5
OSN_1046832143,43277.9027777778,Female,June,Tue,0.902777777777778,5,68.23,Office to/from Home,0,Mini,33.3,133.2,12.65,179,3
1773832592,43221.0958333333,Female,May,Tue,0.0958333333333333,7,7,Office to/from Home,0,Mini,26.12,104.48,9.92,141,4
1653753569,43188.9659722222,Female,March,Thu,0.965972222222222,10,38,NA,0,Micro,37.74,150.97,14.34,203.05,3
1870428300,43244.9034722222,Male,May,Thu,0.903472222222222,31,76,Office to/from Home,35,Mini,97.68,425.72,38.86,562,3
1672879503,43194.9541666667,Female,April,Wed,0.954166666666667,20,58,Office to/from Home,35,Micro,52.22,243.87,21.59,317.68,5
1814291201,43231.0291666667,Male,May,Fri,0.0291666666666667,2,3,Office to/from Home,0,Micro,13.3,53.2,5.05,72,3
1412247726,43112.0916666667,Male,January,Fri,0.0916666666666667,2,3,Office to/from Home,0,Micro,14.37,57.46,5.46,77,2
1539256031,43152.9756944444,Female,February,Wed,0.975694444444444,12,35,Office to/from Home,0,Micro,37.4,149.6,14.21,201,5
2002278184,43277.8986111111,Male,June,Tue,0.898611111111111,13,51,Office to/from Home,0,Mini,70.26,281.02,26.7,378,4
1513044400,43144.8993055556,Male,February,Tue,0.899305555555556,22,64,Late Night Ride,0,Prime,81.04,324.16,30.8,436,5
1429650966,43118.0048611111,Male,January,Thu,0.00486111111111111,10,29,Late Night Ride,0,Micro,30.22,120.88,11.48,163,1
1522288862,43147.8916666667,Female,February,Fri,0.891666666666667,11,46,Office to/from Home,0,Prime,49.26,197.04,18.72,265.02,5
1581006946,43166.0215277778,Male,March,Wed,0.0215277777777778,4,29,Office to/from Home,0,Micro,23.98,95.92,9.12,129.02,5
1814273936,43231.0180555556,Male,May,Fri,0.0180555555555556,3,5,Office to/from Home,0,Mini,25.84,103.34,9.82,139,3
1944007201,43263.7194444445,Female,June,Tue,0.719444444444444,2,5,Office Event,0,Micro,14.13,56.5,5.37,76,3
1721759372,43209.1381944444,Female,April,Thu,0.138194444444444,3,3,Office to/from Home,0,Mini,18.6,74.4,7.07,100,5
1725816876,43209.9493055556,Male,April,Thu,0.949305555555556,20,48,Office to/from Home,0,Micro,60.41,241.63,22.95,325,4
1386955051,43103.125,Male,January,Wed,0.125,1,2,Office to/from Home,0,Prime,14.55,58.21,5.53,78,4
1653550083,43188.9145833333,Male,March,Thu,0.914583333333333,7,47,Office to/from Home,0,Mini,44.32,177.26,16.84,238.42,3
OSN_885789461,43158.9930555556,Male,February,Tue,0.993055555555556,2,5.55,Office to/from Home,0,Sedan,9.11,36.43,3.46,49,5
1537682005,43152.5958333333,Female,February,Wed,0.595833333333333,31,72,Office Event,60,Micro,85.84,403.36,35.62,524.82,5
1971347357,43269.9652777778,Male,June,Mon,0.965277777777778,10,30,Office to/from Home,0,Prime,56.13,224.54,21.33,302,3
OSN_942438277,43201.0402777778,Male,April,Wed,0.0402777777777778,8,19.7,Late Night Ride,0,Play,11.87,47.5,4.52,64,2
1522504301,43147.9618055556,Female,February,Fri,0.961805555555556,2,22,Office to/from Home,0,Prime,23.92,95.66,9.09,129,5
1650218017,43187.9013888889,Female,March,Wed,0.901388888888889,9,37,Office to/from Home,0,Prime,43.93,175.7,16.7,236.33,5
1490780750,43138.0368055556,Female,February,Wed,0.0368055555555556,2,2,Office to/from Home,0,Mini,15.09,60.38,5.74,81,5
1666836418,43192.8944444444,Female,April,Mon,0.894444444444445,12,49,Office to/from Home,0,Micro,39.69,158.74,15.08,213.51,4
1942042449,43263.29375,Female,June,Tue,0.29375,35,76,Market/Site Visit,70,Prime,126.28,575.12,51.5,679,5
1521753390,43147.8215277778,Female,February,Fri,0.821527777777778,2,4,Office Event,0,Prime,23.6,94.4,8.97,126.97,5
1813736066,43230.9090277778,Female,May,Thu,0.909027777777778,22,52,Late Night Ride,0,Prime,96.7,386.78,36.75,520,4
2008705648,43279.9118055556,Female,June,Thu,0.911805555555556,9,26,Office to/from Home,0,Prime,40.3,161.2,15.32,217,3
1971092007,43269.9069444445,Female,June,Mon,0.906944444444444,31,67,Office to/from Home,70,Micro,127.92,581.67,52.11,762,2
1395214160,43105.9736111111,Female,January,Fri,0.973611111111111,2,5,Office to/from Home,0,Mini,19.22,76.86,7.3,103,4
1971254823,43269.9361111111,Female,June,Mon,0.936111111111111,5,6,Office to/from Home,0,Prime,29.43,117.74,11.19,158,4
1952235555,43265.9763888889,Female,June,Thu,0.976388888888889,7,30,Late Night Ride,0,Mini,50,200,19,269,4
1392476541,43104.9347222222,Female,January,Thu,0.934722222222222,4,25,Late Night Ride,0,Mini,25.42,101.67,9.66,137,4
1493829563,43138.9791666667,Male,February,Wed,0.979166666666667,3,11,Office to/from Home,0,Mini,20.84,83.36,7.92,112,4
1870695758,43245.04375,Male,May,Fri,0.04375,11,35,Office to/from Home,0,Micro,33.44,133.77,12.7,180,4
1669803315,43193.95,Male,April,Tue,0.95,30,54,Office to/from Home,70,Micro,79.32,387.28,33.64,500.24,4
1902220552,43253.0423611111,Male,June,Sat,0.0423611111111111,9,30,Late Night Ride,0,Micro,30.04,120.16,11.42,162,4
1412246815,43112.0923611111,Male,January,Fri,0.0923611111111111,18,49,Office to/from Home,0,Mini,53.49,213.95,20.33,288,4
1860397570,43241.8951388889,Male,May,Mon,0.895138888888889,6,37,Late Night Ride,0,Micro,38.29,153.16,14.55,206,1
1451789900,43125.1006944444,Male,January,Thu,0.100694444444444,1,2,Office to/from Home,0,Mini,14.06,56.24,5.34,76,4
1929738747,43259.9041666667,Male,June,Fri,0.904166666666667,8,47,Office to/from Home,0,Mini,38.94,155.76,14.8,210,5
1408173303,43110.7527777778,Male,January,Wed,0.752777777777778,13,28,Office Event,60,Micro,38.35,213.39,17.57,269,5
1978893166,43271.9638888889,Male,June,Wed,0.963888888888889,15,48,Office to/from Home,35,Mini,72.45,324.79,29.28,427,4
1952011574,43265.8986111111,Female,June,Thu,0.898611111111111,31,68,Office to/from Home,70,Prime,134.08,606.3,54.44,795,4
1635126686,43182.9263888889,Male,March,Fri,0.926388888888889,3,43,Office to/from Home,0,Micro,33.31,133.22,12.66,179.19,5
1415713671,43113.0458333333,Female,January,Sat,0.0458333333333333,19,35,Office to/from Home,0,Micro,43.18,172.72,16.41,232,5
1849210418,43239.0333333333,Female,May,Sat,0.0333333333333333,6,22,Office to/from Home,0,Micro,24.16,96.64,9.18,130,3
1918265219,43256.8784722222,Male,June,Tue,0.878472222222222,30,90,Office to/from Home,35,Micro,105.2,455.82,41.73,603,3
1644088250,43185.9402777778,Male,March,Mon,0.940277777777778,11,47,Office to/from Home,0,Mini,47.21,188.85,17.94,254,1
1978744916,43271.9118055556,Female,June,Wed,0.911805555555556,24,53,Office to/from Home,0,Mini,100.78,403.11,38.3,542,4
1814300052,43231.0368055556,Female,May,Fri,0.0368055555555556,20,38,Office to/from Home,0,Micro,45.35,181.42,17.23,244,5
1872141892,43245.5673611111,Male,May,Fri,0.567361111111111,20,46,NA,70,Micro,48.92,265.68,22.09,337,4
1696172313,43201.8826388889,Male,April,Wed,0.882638888888889,13,48,Office to/from Home,0,Mini,45.54,182.16,17.31,245.01,5
1562207636,43159.9902777778,Female,February,Wed,0.990277777777778,4,5,Office to/from Home,0,Micro,17.3,69.21,6.57,93.08,4
1696315752,43201.9333333333,Male,April,Wed,0.933333333333333,15,45,Office to/from Home,0,Mini,48.43,193.72,18.41,260.56,2
1469404880,43131.0201388889,Male,January,Wed,0.0201388888888889,6,7,Office to/from Home,0,Micro,19.78,79.12,7.52,106,5
1581047342,43166.0923611111,Female,March,Wed,0.0923611111111111,10,16,NA,0,Micro,26.32,105.28,10,141.6,5
1761025116,43217.9597222222,Male,April,Fri,0.959722222222222,7,33,Office to/from Home,0,Mini,40.71,162.82,15.47,219,4
1467025683,43130.3458333333,Female,January,Tue,0.345833333333333,27,94,Market/Site Visit,0,Mini,89.27,357.08,33.92,480,4
1945361159,43264.1423611111,Male,June,Wed,0.142361111111111,27,52,Office to/from Home,0,Micro,64.41,257.64,24.47,347,5
1693091081,43201.0277777778,Male,April,Wed,0.0277777777777778,12,30,Office to/from Home,0,Mini,37.73,150.93,14.34,203,4
1532906921,43150.8881944444,Male,February,Mon,0.888194444444444,13,55,Office to/from Home,0,Mini,46.28,185.12,17.59,248.99,5
1860680658,43242.03125,Male,May,Tue,0.03125,27,45,Office to/from Home,0,Micro,65.7,262.8,24.97,353,1
1886591871,43248.8826388889,Female,May,Mon,0.882638888888889,16,57,Office to/from Home,35,Micro,70.17,315.68,28.41,414,5
1409183428,43111.0416666667,Female,January,Thu,0.0416666666666667,3,3,Late Night Ride,0,Mini,19.3,77.19,7.33,104,3
1833620624,43234.9090277778,Female,May,Mon,0.909027777777778,17,58,Office to/from Home,35,Micro,47.68,225.72,19.87,293,2
1886788118,43248.9368055556,Male,May,Mon,0.936805555555556,2,3,NA,0,Micro,15.06,60.22,5.72,81,4
1690063888,43200.175,Female,April,Tue,0.175,14,30,Office to/from Home,35,Micro,35.69,177.75,15.31,228.75,4
1875353468,43245.9756944444,Male,May,Fri,0.975694444444444,12,35,Office to/from Home,0,Micro,66.05,264.19,25.1,355,5
OSN_1042915169,43273.8847222222,Male,June,Fri,0.884722222222222,12,46.5,Office to/from Home,0,Mini,23.98,95.91,9.12,129,4
1558799814,43158.8965277778,Male,February,Tue,0.896527777777778,22,64,Late Night Ride,0,Prime,81.66,326.62,31.03,439.31,5
1922362711,43258.0791666667,Female,June,Thu,0.0791666666666667,12,28,Late Night Ride,0,Micro,33.64,134.58,12.79,181,5
1559031610,43159.0125,Female,February,Wed,0.0125,14,33,Office to/from Home,0,Mini,43.2,172.8,16.42,232.42,5
1423833643,43116.0333333333,Female,January,Tue,0.0333333333333333,2,3,Office to/from Home,0,Micro,15.16,60.63,5.76,82,4
1522418879,43147.9277777778,Male,February,Fri,0.927777777777778,21,44,Office to/from Home,0,Micro,48.8,195.2,18.54,262.54,4
1599911448,43171.9416666667,Female,March,Mon,0.941666666666667,12,42,Office to/from Home,0,Micro,38.1,152.42,14.48,205,5
1875239345,43245.94375,Male,May,Fri,0.94375,11,38,Late Night Ride,0,Mini,74.56,298.22,28.33,401,3
1717437467,43207.9451388889,Male,April,Tue,0.945138888888889,2,4,Office to/from Home,0,Prime,19.18,76.72,7.29,103,5
1539222442,43152.9631944444,Female,February,Wed,0.963194444444445,34,64,Office to/from Home,60,Micro,93.24,432.96,38.42,564.62,4
1602739867,43172.9173611111,Male,March,Tue,0.917361111111111,2,5,Office to/from Home,0,Mini,17.66,70.63,6.71,95,2
1948760666,43265.11875,Male,June,Thu,0.11875,10,6,Office to/from Home,0,Mini,28.88,115.52,10.98,155,2
1640550979,43184.8652777778,Male,March,Sun,0.865277777777778,13,35,Airport/Station Ride,0,Prime Play,69.62,198.91,22.48,291.01,5
1451444542,43124.8986111111,Male,January,Wed,0.898611111111111,5,40,Office to/from Home,0,Micro,27.76,111.04,10.55,149,4
1902049449,43252.9569444444,Male,June,Fri,0.956944444444445,29,54,Office to/from Home,0,Prime,120.74,482.98,45.88,650,4
OSN_923037503,43186.8944444444,Male,March,Tue,0.894444444444445,5,33.43,Office to/from Home,0,Mini,7.25,29,2.75,39,5
1751559887,43216.0076388889,Female,April,Thu,0.00763888888888889,10,39,Office to/from Home,0,Micro,45.79,183.15,17.4,246,3
1565311478,43160.9645833333,Female,March,Thu,0.964583333333333,4,13,Office to/from Home,0,Micro,18.58,74.32,7.06,99.96,4
1696413723,43201.9798611111,Female,April,Wed,0.979861111111111,6,27,Office to/from Home,0,Micro,24.9,99.58,9.46,134,4
1487967851,43137.0736111111,Female,February,Tue,0.0736111111111111,1,2,Office to/from Home,0,Mini,14.06,56.24,5.34,76,5
1451769774,43125.0638888889,Female,January,Thu,0.0638888888888889,5,5,Office to/from Home,0,Micro,20.26,81.05,7.7,109,2
1448491041,43123.9631944444,Male,January,Tue,0.963194444444445,31,75,Office to/from Home,0,Mini,98.12,392.5,37.29,528,2
1423570204,43115.9125,Female,January,Mon,0.9125,17,54,Office to/from Home,0,Micro,47.08,188.32,17.9,253,5
1894059849,43250.9875,Female,May,Wed,0.9875,49,91,Office to/from Home,35,Micro,141.94,602.76,55.69,800,5
1635063592,43182.8979166667,Female,March,Fri,0.897916666666667,30,95,Office to/from Home,35,Micro,112.08,483.33,44.34,639.75,4
1730565489,43210.9006944444,Male,April,Fri,0.900694444444445,21,58,Office to/from Home,0,Mini,69.85,279.42,26.56,376,2
1510449006,43143.9347222222,Female,February,Mon,0.934722222222222,4,6,Late Night Ride,0,Micro,16.6,66.4,6.31,89.31,5
1510602336,43144.025,Male,February,Tue,0.025,5,5,Office to/from Home,0,Micro,17.02,68.08,6.46,91.56,4
1679742364,43197.0423611111,Male,April,Sat,0.0423611111111111,3,3,Office to/from Home,0,Mini,20.63,82.53,7.84,111,5
1613032821,43175.9034722222,Male,March,Fri,0.903472222222222,2,4,Office to/from Home,0,Micro,16.54,66.17,6.29,89,4
1902140451,43252.9895833333,Female,June,Fri,0.989583333333333,31,50,NA,70,Micro,115.77,533.09,47.49,696,2
1565174221,43160.9284722222,Male,March,Thu,0.928472222222222,4,34,Office to/from Home,0,Micro,25.51,102.03,9.69,137.23,5
1669733627,43193.8993055556,Female,April,Tue,0.899305555555556,3,33,Office to/from Home,0,Micro,28.26,113.05,10.74,152.05,3
1605911642,43174.19375,Female,March,Thu,0.19375,2,2,Office to/from Home,0,Micro,13.94,55.76,5.3,75,4
1426714037,43116.9722222222,Female,January,Tue,0.972222222222222,11,34,Late Night Ride,0,Micro,32.92,131.68,12.51,177,5
OSN_933739493,43194.9034722222,Female,April,Wed,0.903472222222222,2,19.38,Late Night Ride,0,Mini,7.25,29,2.75,39,5
1536115123,43151.9333333333,Female,February,Tue,0.933333333333333,13,48,Office to/from Home,0,Micro,39.4,157.6,14.97,211.97,5
1918518490,43256.9611111111,Female,June,Tue,0.961111111111111,12,45,Office Event,0,Mini,43.31,173.23,16.46,233,5
1987014006,43273.9256944444,Male,June,Fri,0.925694444444445,11,47,NA,0,Mini,84.76,339.03,32.21,456,5
1863617920,43242.8993055556,Male,May,Tue,0.899305555555556,5,9,Office to/from Home,0,Mini,24.95,99.82,9.48,134,5
2012706916,43281.0159722222,Female,June,Sat,0.0159722222222222,3,4,Late Night Ride,0,Micro,21.56,86.25,8.19,116,3
1587418457,43168.2166666667,Male,March,Fri,0.216666666666667,8,25,Office to/from Home,0,Mini,32.28,129.12,12.27,173.67,5
1672771175,43194.9111111111,Male,April,Wed,0.911111111111111,16,47,Office to/from Home,0,Micro,51.93,207.73,19.74,279.4,4
1403547103,43108.8888888889,Male,January,Mon,0.888888888888889,28,86,Office to/from Home,0,Micro,83.32,333.28,31.66,448,4
1893635589,43250.8819444444,Male,May,Wed,0.881944444444444,7,44,Office to/from Home,0,Micro,38.29,153.16,14.55,206,4
1563443829,43160.5590277778,Male,March,Thu,0.559027777777778,56,9,Office Event,120,Prime Rentals,226.34,1025.36,92,1343.7,4
1870769964,43245.1826388889,Female,May,Fri,0.182638888888889,31,50,Office to/from Home,70,Micro,78.4,383.6,33.29,495,4
1841319078,43236.925,Male,May,Wed,0.925,8,39,Office to/from Home,0,Mini,37.55,150.18,14.27,202,5
1493834631,43138.9916666667,Female,February,Wed,0.991666666666667,4,22,Office to/from Home,0,Micro,20.8,83.2,7.9,112,4
1403737601,43108.9784722222,Female,January,Mon,0.978472222222222,2,2,Office to/from Home,0,Prime,18.02,72.08,6.84,97,4
1751571490,43216.0180555556,Female,April,Thu,0.0180555555555556,4,4,Office to/from Home,0,Mini,21.04,84.16,8,113,5
1978907849,43271.975,Female,June,Wed,0.975,2,4,Office to/from Home,0,Micro,19.7,78.81,7.49,106,3
1487647440,43136.9013888889,Male,February,Mon,0.901388888888889,10,42,Office to/from Home,0,Prime,47.38,189.52,18.01,255,4
1394976385,43105.8847222222,Female,January,Fri,0.884722222222222,10,49,Office to/from Home,0,Mini,58.11,232.43,22.08,313,5
1412065109,43111.9319444444,Female,January,Thu,0.931944444444445,3,28,Office to/from Home,0,Micro,22.36,89.44,8.49,120,1
1703551442,43203.9347222222,Female,April,Fri,0.934722222222222,5,21,Office to/from Home,0,Mini,46.81,187.24,17.78,251.83,4
1533041755,43150.9354166667,Female,February,Mon,0.935416666666667,8,57,Office to/from Home,0,Mini,47.1,188.4,17.9,253.4,5
1490673394,43137.9541666667,Female,February,Tue,0.954166666666667,27,67,Office to/from Home,0,Micro,72.3,289.2,27.47,389,4
1516393994,43146.0284722222,Female,February,Thu,0.0284722222222222,2,3,Office to/from Home,0,Mini,17.99,71.97,6.84,97,5
1699743963,43202.9270833333,Female,April,Thu,0.927083333333333,15,45,Office to/from Home,35,Micro,44.94,214.74,18.83,278.51,5
1406015646,43109.8798611111,Male,January,Tue,0.879861111111111,9,46,Office to/from Home,0,Micro,34.48,137.92,13.1,186,2
1516336066,43145.9861111111,Male,February,Wed,0.986111111111111,3,10,Office to/from Home,0,Mini,20,80,7.6,107.6,5
1914926628,43255.9416666667,Female,June,Mon,0.941666666666667,8,27,Office to/from Home,0,Micro,69.71,278.82,26.48,375,4
1632052342,43182.0284722222,Female,March,Fri,0.0284722222222222,4,4,Office to/from Home,0,Micro,19.58,78.33,7.44,105.35,2
1809490376,43230.0645833333,Male,May,Thu,0.0645833333333333,4,4,Office to/from Home,0,Micro,15.88,63.52,6.04,85,5
1474649247,43133.0027777778,Male,February,Fri,0.00277777777777778,2,2,Late Night Ride,0,Micro,12.64,50.56,4.81,68,4
1879246081,43247.0347222222,Male,May,Sun,0.0347222222222222,4,4,Office to/from Home,0,Mini,20.56,82.24,7.81,111,4
1536033823,43151.9090277778,Female,February,Tue,0.909027777777778,6,41,Office to/from Home,0,Mini,32.11,128.44,12.2,172.75,5
OSN_885773819,43158.9680555556,Male,February,Tue,0.968055555555556,3,14.63,Late Night Ride,0,Sedan,7.43,29.74,2.83,40,4
1743795495,43214.2708333333,Female,April,Tue,0.270833333333333,16,31,Airport/Station Ride,0,Prime,61.68,246.71,23.44,332,3
1743436233,43213.9284722222,Male,April,Mon,0.928472222222222,1,3,Office to/from Home,0,Micro,15.77,63.07,5.99,85,5
1602659429,43172.8888888889,Male,March,Tue,0.888888888888889,9,37,Office to/from Home,0,Prime,43.9,175.6,16.68,236.18,4
1886629487,43248.8972222222,Male,May,Mon,0.897222222222222,11,42,Late Night Ride,0,Prime,47.82,191.28,18.16,257,5
1389975162,43104.0680555556,Female,January,Thu,0.0680555555555556,12,15,Airport/Station Ride,0,Prime Play,43.05,272.2,21.36,337,3
1442744790,43122.3645833333,Male,January,Mon,0.364583333333333,31,115,Office Event,60,Mini,131.93,587.71,53.14,773,4
1801794140,43227.9284722222,Male,May,Mon,0.928472222222222,15,45,Office to/from Home,0,Micro,59.26,237.03,22.52,319,3
1945171867,43263.9375,Male,June,Tue,0.9375,28,52,Office to/from Home,0,Mini,97.94,391.78,37.22,527,5
1951883389,43265.8819444444,Male,June,Thu,0.881944444444444,22,53,Office to/from Home,0,Mini,71.78,287.13,27.28,386,4
1730999467,43210.9743055556,Female,April,Fri,0.974305555555556,20,49,Late Night Ride,0,Micro,68.44,273.78,26.01,368,5
1713832850,43206.9152777778,Male,April,Mon,0.915277777777778,13,49,Late Night Ride,0,Micro,41.08,164.31,15.61,221,4
OSN_999571081,43235.9826388889,Female,May,Tue,0.982638888888889,2,14.8,Office to/from Home,0,Mini,9.36,37.45,3.56,50,5
1833600244,43234.8979166667,Female,May,Mon,0.897916666666667,6,30,Late Night Ride,0,Micro,29.37,117.47,11.16,158,3
1429702328,43118.0604166667,Male,January,Thu,0.0604166666666667,14,34,Office to/from Home,0,Micro,45.43,181.74,17.27,244,3
1631850777,43181.9111111111,Male,March,Thu,0.911111111111111,15,44,Late Night Ride,0,Prime,75.78,303.1,28.8,407.68,4
1510333134,43143.8951388889,Male,February,Mon,0.895138888888889,3,6,Late Night Ride,0,Mini,24.01,96.02,9.12,129.15,4
1587017179,43167.8972222222,Female,March,Thu,0.897222222222222,2,4,Office to/from Home,0,Micro,13.69,54.78,5.2,73.67,3
1565298123,43160.9597222222,Female,March,Thu,0.959722222222222,29,66,Office to/from Home,0,Micro,77.95,311.8,29.64,419.39,4
1462472263,43128.7770833333,Female,January,Sun,0.777083333333333,14,53,Customer/Partner Visit,0,Prime Play,57.17,228.68,21.74,308,4
1841228904,43236.9013888889,Male,May,Wed,0.901388888888889,5,40,Office to/from Home,0,Micro,30.48,121.94,11.59,164,4
1545680869,43155.0041666667,Male,February,Sat,0.00416666666666667,11,39,Office to/from Home,0,Mini,41.4,165.6,15.73,222.73,4
1429621530,43117.9861111111,Female,January,Wed,0.986111111111111,11,43,Office to/from Home,0,Prime,48.29,193.16,18.35,260,2
1676030255,43196.0326388889,Male,April,Fri,0.0326388888888889,5,15,Late Night Ride,0,Mini,26.62,106.48,10.12,143.22,5
1406151224,43109.9159722222,Male,January,Tue,0.915972222222222,0,1,Late Night Ride,0,Micro,12,48,4.56,65,4
1448592287,43124.0576388889,Female,January,Wed,0.0576388888888889,3,3,Office to/from Home,0,Prime,21.13,84.52,8.03,114,1
2008682446,43279.9020833333,Female,June,Thu,0.902083333333333,20,121,NA,0,Mini,77.22,308.88,29.34,415,5
1952364342,43266.1319444444,Female,June,Fri,0.131944444444444,8,25,Office to/from Home,0,Mini,32.53,130.11,12.37,175,1
OSN_1023168149,43256.1784722222,Female,June,Tue,0.178472222222222,2,8.98,Late Night Ride,0,Mini,12.24,48.94,4.65,66,5
1583852040,43166.9423611111,Male,March,Wed,0.942361111111111,11,42,Office to/from Home,0,Prime,47.82,191.28,18.17,257.27,5
